Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer Value_to_Use_Freq,Seconds_Used_To_freq
18.0,0.0,34.0,0.0,1005.0,37.0,25.0,10.0,3.0,1.0,2,30.0,141.68,0.0,3.829189189189189,27.16216216216216
0.0,0.0,28.0,0.0,2215.0,37.0,153.0,15.0,2.0,1.0,1,25.0,789.84,0.0,21.34702702702703,59.86486486486486
0.0,0.0,36.0,0.0,383.0,4.0,7.0,4.0,4.0,1.0,1,45.0,27.175,1.0,6.79375,95.75
0.0,0.0,37.0,0.0,6908.0,117.0,363.0,28.0,2.0,1.0,1,25.0,1949.625,0.0,16.66346153846154,59.042735042735046
26.0,1.0,32.0,0.0,1080.0,45.0,12.0,14.0,3.0,1.0,2,30.0,93.0,1.0,2.066666666666667,24.0
17.0,0.0,27.0,0.0,570.0,39.0,0.0,11.0,2.0,1.0,2,25.0,27.405,1.0,0.7026923076923077,14.615384615384615
24.0,0.0,40.0,4.0,10130.0,138.0,159.0,45.0,3.0,1.0,1,30.0,1046.72,0.0,7.584927536231884,73.40579710144928
5.0,0.0,32.0,0.0,3938.0,56.0,0.0,29.0,1.0,1.0,1,15.0,219.67,0.0,3.922678571428571,70.32142857142857
26.0,1.0,37.0,3.0,15545.0,230.0,55.0,30.0,3.0,1.0,1,30.0,851.0,0.0,3.7,67.58695652173913
0.0,0.0,18.0,0.0,1003.0,23.0,8.0,60.0,4.0,1.0,1,45.0,45.65,0.0,1.9847826086956522,43.608695652173914
0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2,45.0,0.0,1.0,4.236490036231884,60.055842970176506
5.0,0.0,40.0,0.0,2065.0,35.0,271.0,5.0,3.0,1.0,1,30.0,1168.0,0.0,33.371428571428574,59.0
0.0,0.0,31.0,0.0,3718.0,76.0,0.0,27.0,2.0,1.0,1,25.0,170.73,0.0,2.2464473684210526,48.921052631578945
3.0,0.0,36.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1,25.0,185.85,0.0,2.859230769230769,62.53846153846154
8.0,0.0,34.0,0.0,2158.0,52.0,0.0,13.0,3.0,1.0,2,30.0,88.4,0.0,1.7000000000000002,41.5
5.0,0.0,36.0,1.0,1913.0,28.0,7.0,6.0,4.0,1.0,1,45.0,66.025,0.0,2.3580357142857147,68.32142857142857
9.0,0.0,40.0,2.0,3400.0,33.0,409.8875997145183,10.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,63.55515151515152,103.03030303030303
10.0,0.0,44.0,3.0,6805.0,98.0,201.0,29.0,4.0,1.0,1,45.0,675.075,0.0,6.888520408163266,69.43877551020408
0.0,0.0,29.0,0.0,2355.0,8.0,0.0,7.0,3.0,1.0,1,30.0,94.52,0.0,11.815,162.0409466248351
0.0,0.0,39.0,1.0,6275.0,82.0,189.0,28.0,3.0,1.0,1,30.0,1010.28,0.0,12.320487804878049,76.52439024390245
15.0,0.0,36.0,5.506072783915396,7870.0,132.0,299.0,50.0,3.0,2.0,1,30.0,1516.08,0.0,11.485454545454544,59.621212121212125
0.0,0.0,33.0,0.0,1908.0,44.0,0.0,26.0,1.0,1.0,1,15.0,107.36,0.0,2.44,43.36363636363637
0.0,0.0,37.0,0.0,2170.0,39.0,310.0,20.0,3.0,1.0,1,30.0,1328.36,0.0,34.06051282051282,55.64102564102564
7.0,0.0,38.0,2.0,11580.0,160.0,43.0,51.0,4.0,1.0,1,45.0,401.0,0.0,2.50625,72.375
13.0,0.0,37.0,2.0,16085.0,192.0,171.0,45.0,2.0,1.0,1,25.0,1501.965,0.0,7.822734375,83.77604166666667
12.0,0.0,39.0,2.0,2683.0,42.0,15.0,8.0,4.0,1.0,1,45.0,105.625,0.0,2.5148809523809526,63.88095238095238
13.0,0.0,36.0,0.0,2463.0,58.0,7.0,15.0,3.0,1.0,2,30.0,128.84,0.0,2.221379310344828,42.46551724137931
15.0,0.0,40.0,1.0,4865.0,78.0,21.0,22.0,3.0,1.0,1,30.0,281.72,0.0,3.611794871794872,62.37179487179487
0.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,1,55.0,9.0,0.0,4.236490036231884,60.055842970176506
15.0,0.0,40.0,2.0,2873.0,72.0,398.0,30.0,3.0,1.0,1,30.0,1709.8,0.0,23.74722222222222,39.90277777777778
0.0,0.0,35.0,0.0,815.0,11.0,0.0,9.0,2.0,1.0,2,25.0,37.17,0.0,3.3790909090909094,74.0909090909091
10.0,0.0,38.0,2.0,6518.0,105.0,28.0,27.0,3.0,1.0,1,30.0,376.92,0.0,3.589714285714286,62.076190476190476
1.0,0.0,23.0,1.0,3520.0,65.0,22.0,36.0,3.0,1.0,1,30.0,231.4,0.0,3.56,54.15384615384615
7.0,0.0,36.0,0.0,11350.0,148.0,0.0,43.0,3.0,1.0,1,30.0,459.92,0.0,3.1075675675675676,76.6891891891892
5.0,0.0,25.0,0.0,1973.0,44.0,31.0,66.0,4.0,1.0,1,45.0,127.925,0.0,2.9073863636363635,44.84090909090909
16.0,0.0,29.0,0.0,1005.0,31.0,17.0,9.0,3.0,1.0,2,30.0,109.44,0.0,3.5303225806451612,32.41935483870968
13.0,0.0,40.0,4.0,4000.0,43.0,409.8875997145183,25.0,4.0,1.0,1,45.0,1378.575,0.0,32.05988372093023,93.02325581395348
9.0,0.0,36.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2,30.0,228.48,1.0,5.192727272727272,51.54545454545455
0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2,45.0,0.0,1.0,4.236490036231884,60.055842970176506
19.0,0.0,42.0,3.0,6203.0,106.0,43.0,30.0,3.0,1.0,1,30.0,424.36,0.0,4.003396226415094,58.5188679245283
7.0,0.0,38.0,0.0,2048.0,53.0,0.0,14.0,3.0,1.0,2,30.0,84.04,0.0,1.5856603773584907,38.64150943396226
15.0,0.0,27.0,1.0,1530.0,38.0,26.0,15.0,2.0,1.0,1,25.0,187.56,0.0,4.935789473684211,40.26315789473684
2.0,0.0,35.0,0.0,11160.0,148.0,4.0,45.0,3.0,1.0,1,30.0,468.32,0.0,3.1643243243243244,75.4054054054054
1.0,0.0,35.0,0.0,2213.0,50.0,0.0,28.0,1.0,1.0,1,15.0,124.465,0.0,2.4893,44.26
0.0,0.0,33.0,0.0,1488.0,17.0,0.0,1.0,3.0,1.0,1,30.0,60.2,0.0,3.5411764705882356,87.52941176470588
2.0,0.0,36.0,1.0,2688.0,62.0,16.0,46.0,1.0,1.0,1,15.0,239.25,0.0,3.8588709677419355,43.354838709677416
3.0,0.0,38.0,2.0,453.0,9.0,2.0,1.0,5.0,1.0,1,55.0,9.93,0.0,1.1033333333333333,50.333333333333336
0.0,0.0,38.0,0.0,110.0,4.0,0.0,1.0,2.0,1.0,2,25.0,5.13,0.0,1.2825,27.5
10.0,0.0,32.0,3.0,7190.0,120.0,268.0,31.0,3.0,2.0,1,30.0,1364.4,0.0,11.370000000000001,59.916666666666664
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
6.0,0.0,34.0,0.0,7813.0,127.0,383.0,44.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.38425196850394,61.51968503937008
16.0,0.0,17.0,1.0,6393.0,141.0,85.0,42.0,2.0,2.0,1,25.0,676.53,0.0,4.798085106382978,45.340425531914896
16.0,0.0,40.0,0.0,2733.0,61.0,24.0,22.0,3.0,1.0,2,30.0,207.76,0.0,3.405901639344262,44.80327868852459
4.0,0.0,37.0,0.0,1475.0,24.0,21.0,26.0,2.0,1.0,2,25.0,161.955,0.0,6.748125000000001,61.458333333333336
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
10.0,0.0,40.0,3.0,7090.0,109.0,29.0,25.0,5.0,1.0,1,55.0,151.485,0.0,1.389770642201835,65.04587155963303
12.0,0.0,35.0,1.0,6943.0,79.0,105.0,35.0,2.0,1.0,1,25.0,788.49,0.0,9.980886075949368,87.88607594936708
8.0,0.0,34.0,0.0,5513.0,92.0,19.0,22.0,2.0,1.0,1,25.0,337.725,1.0,3.6709239130434783,59.92391304347826
9.0,0.0,43.0,2.0,4515.0,89.0,10.0,26.0,3.0,1.0,1,30.0,224.16,0.0,2.5186516853932583,50.73033707865169
6.0,0.0,26.0,0.0,1758.0,40.0,39.0,71.0,4.0,1.0,1,45.0,142.45,0.0,3.56125,43.95
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
11.0,0.0,32.0,1.0,9115.0,115.0,136.0,42.0,3.0,1.0,1,30.0,913.2,0.0,7.940869565217391,79.26086956521739
2.0,0.0,36.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1,25.0,180.0,0.0,2.1951219512195124,45.34146341463415
0.0,0.0,14.0,0.0,1948.0,29.0,3.0,2.0,3.0,1.0,1,30.0,91.08,0.0,3.1406896551724137,67.17241379310344
8.0,0.0,32.0,0.0,2453.0,54.0,351.0,23.0,2.0,1.0,1,25.0,1692.315,0.0,31.339166666666667,45.425925925925924
0.0,0.0,38.0,0.0,7383.0,129.0,388.0,46.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.155348837209303,57.23255813953488
0.0,0.0,32.0,0.0,2100.0,29.0,270.0,12.0,3.0,1.0,1,30.0,1165.16,0.0,40.17793103448276,72.41379310344827
4.0,0.0,36.0,0.0,1228.0,17.0,30.0,19.0,4.0,1.0,2,45.0,106.125,1.0,6.242647058823529,72.23529411764706
10.0,0.0,42.0,0.0,2318.0,56.0,18.0,21.0,3.0,1.0,2,30.0,166.96,0.0,2.9814285714285718,41.392857142857146
0.0,0.0,25.0,0.0,6220.0,81.0,0.0,14.0,4.0,1.0,1,45.0,157.525,0.0,1.944753086419753,76.79012345679013
17.0,0.0,32.0,0.0,245.0,36.0,0.0,17.0,2.0,1.0,2,25.0,12.645,1.0,0.35125,6.805555555555555
0.0,0.0,35.0,0.0,3528.0,82.0,27.0,30.0,3.0,1.0,1,30.0,252.4,0.0,3.078048780487805,43.02439024390244
6.0,0.0,40.0,0.0,1028.0,16.0,15.0,4.0,3.0,1.0,2,30.0,101.76,0.0,6.36,64.25
0.0,0.0,58.262350945886496,1.0,4210.0,32.0,204.0,5.0,3.0,1.0,1,30.0,985.68,0.0,30.8025,131.5625
2.0,0.0,25.0,0.0,3225.0,61.0,8.0,23.0,3.0,1.0,1,30.0,163.44,0.0,2.679344262295082,52.868852459016395
2.0,0.0,39.0,0.0,508.0,6.0,16.0,7.0,2.0,1.0,2,25.0,95.13,0.0,15.854999999999999,84.66666666666667
0.0,0.0,32.0,0.0,3353.0,73.0,0.0,24.0,2.0,1.0,1,25.0,154.17,0.0,2.111917808219178,45.93150684931507
19.0,0.0,46.0,0.0,2803.0,70.0,30.0,25.0,4.0,1.0,2,45.0,146.825,0.0,2.0974999999999997,40.042857142857144
26.0,0.0,39.0,5.506072783915396,10855.0,105.0,40.0,48.0,5.0,2.0,1,55.0,224.4,0.0,2.137142857142857,103.38095238095238
6.0,0.0,16.0,1.0,1920.0,30.0,25.0,12.0,2.0,1.0,1,25.0,200.25,0.0,6.675,64.0
8.0,1.0,34.0,0.0,5513.0,92.0,19.0,22.0,2.0,1.0,1,25.0,337.725,1.0,3.6709239130434783,59.92391304347826
7.0,0.0,20.0,1.0,2000.0,32.0,35.0,16.0,3.0,1.0,1,30.0,221.28,0.0,6.915,62.5
4.0,0.0,40.0,0.0,4145.0,67.0,8.0,19.0,2.0,1.0,1,25.0,225.54,0.0,3.366268656716418,61.865671641791046
7.0,0.0,37.0,0.0,13658.0,163.0,0.0,40.0,3.0,1.0,1,30.0,552.84,0.0,3.3916564417177915,83.79141104294479
14.0,0.0,36.0,0.0,3180.0,41.0,7.0,14.0,3.0,1.0,2,30.0,156.84,1.0,3.825365853658537,77.5609756097561
0.0,0.0,35.0,0.0,6385.0,81.0,188.0,27.0,3.0,1.0,1,30.0,1010.64,0.0,12.477037037037038,78.82716049382717
1.0,0.0,38.0,0.0,2795.0,26.0,8.0,18.0,3.0,1.0,1,30.0,144.84,0.0,5.570769230769231,107.5
3.0,0.0,37.0,0.0,1528.0,43.0,0.0,17.0,3.0,1.0,2,30.0,62.84,0.0,1.4613953488372093,35.53488372093023
0.0,0.0,23.0,0.0,3110.0,56.0,10.0,24.0,3.0,1.0,1,30.0,166.64,0.0,2.9757142857142855,55.535714285714285
0.0,0.0,29.0,0.0,6943.0,111.0,362.0,35.0,2.0,1.0,1,25.0,1946.43,0.0,17.535405405405406,62.549549549549546
0.0,0.0,36.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1,15.0,117.7,0.0,2.2634615384615384,40.15384615384615
28.0,0.0,30.0,4.0,16200.0,236.0,7.0,75.16185358381713,2.0,2.0,1,25.0,771.12,0.0,3.267457627118644,68.64406779661017
4.0,0.0,26.0,0.0,1568.0,39.0,30.0,68.0,4.0,1.0,1,45.0,115.175,0.0,2.953205128205128,40.205128205128204
3.0,0.0,33.0,1.0,6785.0,97.0,14.0,22.0,5.0,1.0,1,55.0,124.23,0.0,1.2807216494845362,69.94845360824742
28.0,1.0,34.0,0.0,1145.0,47.0,7.0,15.0,2.0,1.0,2,25.0,85.14,1.0,1.8114893617021277,24.361702127659573
12.0,0.0,41.0,2.0,14193.0,181.0,39.0,50.0,3.0,1.0,1,30.0,730.96,0.0,4.038453038674033,78.41436464088397
0.0,0.0,36.0,0.0,438.0,6.0,0.0,1.0,4.0,1.0,2,45.0,11.1,1.0,1.8499999999999999,73.0
15.0,0.0,42.0,3.0,4880.0,92.0,14.0,29.0,4.0,1.0,1,45.0,159.3,0.0,1.731521739130435,53.04347826086956
2.0,1.0,30.0,0.0,2505.0,27.0,0.0,9.0,2.0,1.0,2,25.0,113.94,1.0,4.22,92.77777777777777
0.0,0.0,58.262350945886496,0.0,1182.0,7.0,0.0,4.0,2.0,1.0,1,25.0,53.505,1.0,7.643571428571429,162.0409466248351
13.0,0.0,24.0,1.0,1350.0,30.0,15.0,10.0,2.0,1.0,1,25.0,129.6,0.0,4.319999999999999,45.0
10.0,0.0,44.0,3.0,3480.0,35.0,409.8875997145183,14.0,4.0,1.0,1,45.0,1337.875,0.0,38.225,99.42857142857143
8.0,0.0,39.0,0.0,2960.0,61.0,186.0,28.0,2.0,1.0,1,25.0,972.945,0.0,15.949918032786886,48.52459016393443
0.0,0.0,35.0,0.0,1940.0,27.0,246.0,12.0,3.0,1.0,1,30.0,1062.68,0.0,39.35851851851852,71.85185185185185
0.0,0.0,35.0,0.0,570.0,8.0,0.0,9.0,2.0,1.0,2,25.0,26.01,0.0,3.25125,71.25
9.0,0.0,31.0,0.0,3035.0,37.0,7.0,12.0,3.0,1.0,2,30.0,150.88,1.0,4.077837837837838,82.02702702702703
11.0,1.0,38.0,0.0,3170.0,49.0,20.0,21.0,3.0,1.0,2,30.0,208.76,1.0,4.260408163265306,64.6938775510204
15.0,1.0,41.0,0.0,3375.0,49.0,26.0,22.0,3.0,1.0,2,30.0,240.96,1.0,4.917551020408164,68.87755102040816
0.0,0.0,18.0,0.0,2920.0,49.0,0.0,20.0,3.0,1.0,1,30.0,118.76,0.0,2.4236734693877553,59.59183673469388
1.0,0.0,58.262350945886496,0.0,4310.0,38.0,205.0,6.0,3.0,1.0,1,30.0,993.92,0.0,26.15578947368421,113.42105263157895
4.0,0.0,32.0,1.0,7190.0,102.0,15.0,20.0,4.0,1.0,1,45.0,219.8,0.0,2.1549019607843136,70.49019607843137
3.0,0.0,39.0,0.0,2475.0,53.0,176.0,22.0,2.0,1.0,1,25.0,905.76,0.0,17.089811320754716,46.698113207547166
0.0,0.0,32.0,0.0,2710.0,19.0,409.8875997145183,2.0,3.0,1.0,1,30.0,1973.16,0.0,103.85052631578948,142.6315789473684
12.0,0.0,42.0,2.0,2725.0,48.0,297.0,22.0,4.0,1.0,1,45.0,811.825,0.0,16.913020833333334,56.770833333333336
2.0,0.0,25.0,0.0,3225.0,61.0,8.0,23.0,3.0,1.0,1,30.0,163.44,0.0,2.679344262295082,52.868852459016395
6.0,0.0,39.0,0.0,1963.0,44.0,35.0,30.0,3.0,1.0,2,30.0,220.28,1.0,5.006363636363637,44.61363636363637
15.0,0.0,38.0,3.0,4375.0,92.0,53.0,43.0,3.0,1.0,1,30.0,390.68,0.0,4.246521739130435,47.55434782608695
29.419593208926564,0.0,39.0,5.0,16640.0,241.70055817253422,22.0,75.16185358381713,2.0,2.0,1,25.0,859.23,0.0,3.382795275590551,65.51181102362204
16.0,0.0,34.0,2.0,9420.0,121.0,143.0,44.0,3.0,1.0,1,30.0,953.64,0.0,7.881322314049586,77.85123966942149
5.0,0.0,14.0,0.0,5377.0,124.0,53.0,40.0,1.0,2.0,1,15.0,594.055,0.0,4.790766129032257,43.36290322580645
29.419593208926564,0.0,42.0,5.0,15505.0,234.0,66.0,36.0,3.0,2.0,1,30.0,893.56,0.0,3.8186324786324786,66.26068376068376
7.0,0.0,34.0,0.0,15305.0,174.0,139.0,25.0,2.0,1.0,1,25.0,1322.055,0.0,7.598017241379311,87.95977011494253
11.0,0.0,37.0,3.0,7150.0,106.0,26.0,26.0,5.0,1.0,1,55.0,147.84,0.0,1.3947169811320754,67.45283018867924
0.0,0.0,31.0,0.0,3233.0,68.0,0.0,21.0,2.0,1.0,1,25.0,148.545,0.0,2.1844852941176467,47.544117647058826
0.0,0.0,37.0,0.0,520.0,14.0,38.0,10.0,3.0,1.0,2,30.0,173.36,0.0,12.382857142857144,37.142857142857146
6.0,0.0,35.0,0.0,15425.0,179.0,145.0,28.0,2.0,1.0,1,25.0,1354.68,0.0,7.5680446927374305,86.1731843575419
0.0,0.0,34.0,0.0,1363.0,19.0,0.0,4.0,3.0,1.0,1,30.0,55.28,0.0,2.909473684210526,71.73684210526316
5.0,0.0,36.0,1.0,2545.0,18.0,7.0,6.0,3.0,1.0,1,30.0,130.52,0.0,7.251111111111111,141.38888888888889
8.0,0.0,41.0,1.0,2153.0,39.0,18.0,13.0,4.0,1.0,1,45.0,99.8,0.0,2.5589743589743588,55.205128205128204
29.419593208926564,1.0,37.0,2.0,1320.0,56.0,28.0,21.0,3.0,1.0,1,30.0,167.04,1.0,2.9828571428571427,23.571428571428573
0.0,1.0,27.0,0.0,2425.0,25.0,0.0,8.0,2.0,1.0,2,25.0,110.25,1.0,4.41,97.0
12.0,0.0,38.0,1.0,4443.0,69.0,7.0,35.0,1.0,1.0,1,15.0,286.66,0.0,4.154492753623189,64.3913043478261
23.0,0.0,45.0,4.0,9680.0,137.0,166.0,51.0,3.0,1.0,1,30.0,1056.68,0.0,7.712992700729927,70.65693430656934
7.0,0.0,29.0,2.0,1430.0,41.0,191.0,10.0,3.0,2.0,1,30.0,822.84,0.0,20.069268292682928,34.8780487804878
12.0,0.0,25.0,1.0,1470.0,35.0,21.0,13.0,2.0,1.0,1,25.0,162.225,0.0,4.635,42.0
11.0,0.0,42.0,1.0,3730.0,86.0,40.0,32.0,3.0,1.0,1,30.0,312.64,0.0,3.6353488372093024,43.372093023255815
14.0,0.0,24.0,0.0,1005.0,25.0,9.0,8.0,2.0,1.0,2,25.0,86.85,0.0,3.4739999999999998,40.2
4.0,0.0,41.0,1.0,7588.0,129.0,394.0,47.0,3.0,1.0,1,30.0,1884.68,0.0,14.609922480620156,58.82170542635659
0.0,0.0,9.0,1.0,4200.0,39.0,206.0,7.0,3.0,1.0,1,30.0,993.56,0.0,25.475897435897433,107.6923076923077
11.0,0.0,34.0,3.0,1620.0,48.0,208.0,14.0,3.0,2.0,1,30.0,898.72,0.0,18.723333333333333,33.75
0.0,0.0,36.0,0.0,1455.0,23.0,257.0,1.0,3.0,1.0,1,30.0,1087.12,0.0,47.26608695652173,63.26086956521739
19.0,0.0,33.0,0.0,355.0,37.0,0.0,2.0,2.0,1.0,2,25.0,17.64,1.0,0.47675675675675677,9.594594594594595
13.0,0.0,45.0,2.0,8073.0,143.0,406.0,51.0,3.0,1.0,1,30.0,1952.64,0.0,13.654825174825175,56.45454545454545
0.0,0.0,33.0,0.0,2085.0,25.0,0.0,9.0,2.0,1.0,2,25.0,94.95,1.0,3.798,83.4
5.0,0.0,38.0,0.0,438.0,8.0,7.0,4.0,3.0,1.0,2,30.0,45.84,1.0,5.73,54.75
23.0,0.0,38.0,3.0,14950.0,224.0,45.0,29.0,3.0,1.0,1,30.0,786.96,0.0,3.513214285714286,66.74107142857143
0.0,0.0,30.0,0.0,1795.0,23.0,263.0,10.0,3.0,1.0,1,30.0,1124.72,0.0,48.90086956521739,78.04347826086956
3.0,0.0,41.0,1.0,6455.0,90.0,194.0,30.0,3.0,1.0,1,30.0,1037.8,0.0,11.53111111111111,71.72222222222223
1.0,0.0,19.0,0.0,1290.0,21.0,10.0,16.0,2.0,1.0,1,25.0,103.995,0.0,4.952142857142857,61.42857142857143
3.0,0.0,39.0,1.0,11240.0,150.0,14.0,49.0,3.0,1.0,1,30.0,511.6,0.0,3.4106666666666667,74.93333333333334
0.0,0.0,36.0,0.0,165.0,3.0,0.0,11.0,2.0,1.0,2,25.0,7.56,0.0,2.52,55.0
12.0,0.0,43.0,1.0,4198.0,72.0,9.0,36.0,1.0,1.0,1,15.0,284.35,0.0,3.949305555555556,58.30555555555556
0.0,0.0,36.0,0.0,405.0,8.0,6.0,6.0,2.0,1.0,2,25.0,45.585,0.0,5.698125,50.625
9.0,1.0,36.0,0.0,5218.0,88.0,5.0,9.0,2.0,1.0,1,25.0,261.27,1.0,2.9689772727272725,59.29545454545455
12.0,0.0,40.0,1.0,14078.0,175.0,7.0,46.0,3.0,1.0,1,30.0,598.12,0.0,3.4178285714285717,80.44571428571429
6.0,0.0,37.0,1.0,6528.0,74.0,99.0,34.0,2.0,1.0,1,25.0,742.59,0.0,10.035,88.21621621621621
1.0,0.0,32.0,0.0,4130.0,75.0,0.0,19.0,3.0,1.0,1,30.0,168.2,0.0,2.2426666666666666,55.06666666666667
9.0,1.0,35.0,0.0,2990.0,41.0,9.0,16.0,3.0,1.0,2,30.0,157.24,1.0,3.8351219512195125,72.92682926829268
14.0,0.0,17.0,1.0,6202.0,140.0,76.0,39.0,2.0,2.0,1,25.0,627.39,0.0,4.481357142857143,44.3
0.0,0.0,34.0,0.0,2240.0,12.0,0.0,4.0,3.0,1.0,1,30.0,90.08,0.0,7.506666666666667,162.0409466248351
11.0,0.0,37.0,3.0,12065.0,164.0,32.0,62.0,4.0,1.0,1,45.0,385.725,0.0,2.3519817073170732,73.5670731707317
1.0,0.0,30.0,0.0,2520.0,43.0,160.0,17.0,2.0,1.0,1,25.0,835.335,0.0,19.42639534883721,58.604651162790695
0.0,0.0,38.0,0.0,990.0,20.0,32.0,15.0,2.0,1.0,2,25.0,189.45,0.0,9.4725,49.5
5.0,0.0,23.0,0.0,920.0,26.0,12.0,11.0,2.0,1.0,1,25.0,96.57,0.0,3.714230769230769,35.38461538461539
5.0,0.0,26.0,1.0,1720.0,41.0,194.0,9.0,2.0,2.0,1,25.0,952.245,0.0,23.22548780487805,41.951219512195124
21.0,1.0,30.0,0.0,775.0,39.0,5.0,12.0,2.0,1.0,2,25.0,59.13,1.0,1.5161538461538462,19.871794871794872
8.0,0.0,34.0,1.0,4415.0,67.0,7.0,13.0,3.0,1.0,1,30.0,207.28,0.0,3.093731343283582,65.8955223880597
5.0,0.0,33.0,1.0,7553.0,123.0,376.0,39.0,2.0,1.0,1,25.0,2022.0192142693083,0.0,16.56439024390244,61.40650406504065
21.0,0.0,36.0,5.506072783915396,10435.0,93.0,1.0,42.0,5.0,1.0,1,55.0,159.42,0.0,1.7141935483870967,112.20430107526882
4.0,0.0,31.0,0.0,3145.0,22.0,0.0,15.0,3.0,1.0,1,30.0,126.68,0.0,5.758181818181819,142.95454545454547
10.0,0.0,36.0,2.0,11590.0,152.0,7.0,44.0,4.0,1.0,1,45.0,311.05,0.0,2.0463815789473685,76.25
1.0,0.0,33.0,0.0,2725.0,16.0,0.0,10.0,3.0,1.0,1,30.0,109.64,0.0,6.8525,162.0409466248351
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
13.0,0.0,39.0,1.0,2513.0,63.0,364.0,26.0,3.0,1.0,1,30.0,1559.04,0.0,24.746666666666666,39.888888888888886
15.0,0.0,40.0,3.0,6823.0,111.0,35.0,29.0,3.0,1.0,1,30.0,417.36,0.0,3.7600000000000002,61.468468468468465
4.0,0.0,36.0,0.0,13658.0,164.0,2.0,45.0,3.0,1.0,1,30.0,560.88,0.0,3.42,83.28048780487805
17.0,0.0,21.0,2.0,6473.0,143.0,95.0,46.0,2.0,2.0,1,25.0,725.22,0.0,5.071468531468532,45.26573426573427
0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
2.0,0.0,17.0,0.0,1580.0,20.0,0.0,10.0,2.0,1.0,1,25.0,72.0,0.0,3.6,79.0
6.0,0.0,39.0,2.0,6560.0,89.0,191.0,28.0,3.0,1.0,1,30.0,1029.96,0.0,11.572584269662922,73.70786516853933
18.0,0.0,30.0,0.0,535.0,35.0,0.0,11.0,2.0,1.0,2,25.0,25.65,1.0,0.7328571428571428,15.285714285714286
16.0,1.0,31.0,0.0,460.0,40.0,0.0,12.0,2.0,1.0,2,25.0,22.5,1.0,0.5625,11.5
19.0,0.0,33.0,5.506072783915396,10255.0,85.0,0.0,37.0,5.0,1.0,1,55.0,155.1,0.0,1.8247058823529412,120.6470588235294
4.0,0.0,12.0,1.0,4570.0,48.0,226.0,15.0,3.0,1.0,1,30.0,1088.72,0.0,22.68166666666667,95.20833333333333
23.0,0.0,26.0,2.0,16075.0,232.0,0.0,75.16185358381713,2.0,1.0,1,25.0,733.815,0.0,3.1629956896551725,69.28879310344827
11.0,0.0,36.0,2.0,6843.0,73.0,104.0,34.0,2.0,1.0,1,25.0,779.22,0.0,10.674246575342465,93.73972602739725
29.419593208926564,1.0,37.0,4.0,16335.0,241.70055817253422,15.0,75.16185358381713,2.0,1.0,1,25.0,813.735,0.0,3.2811895161290323,65.86693548387096
11.0,0.0,37.0,0.0,15675.0,183.0,159.0,33.0,2.0,1.0,1,25.0,1429.11,0.0,7.809344262295081,85.65573770491804
15.0,0.0,18.0,1.0,5987.0,136.0,67.0,44.0,2.0,2.0,1,25.0,577.035,0.0,4.242904411764705,44.02205882352941
4.0,0.0,31.0,0.0,2068.0,52.0,342.0,18.0,2.0,1.0,1,25.0,1634.4,0.0,31.430769230769233,39.76923076923077
20.0,0.0,40.0,4.0,4680.0,98.0,60.0,45.0,3.0,1.0,1,30.0,431.12,0.0,4.399183673469388,47.755102040816325
0.0,0.0,36.0,0.0,2790.0,21.0,409.8875997145183,6.0,3.0,1.0,1,30.0,2016.44,0.0,96.02095238095238,132.85714285714286
20.0,0.0,36.0,2.0,14835.0,219.0,47.0,30.0,3.0,1.0,1,30.0,790.16,0.0,3.608036529680365,67.73972602739725
4.0,0.0,41.0,1.0,4210.0,83.0,3.0,24.0,3.0,1.0,1,30.0,183.72,0.0,2.2134939759036145,50.72289156626506
0.0,0.0,30.0,0.0,1828.0,42.0,0.0,25.0,1.0,1.0,1,15.0,102.85,0.0,2.4488095238095235,43.523809523809526
0.0,0.0,35.0,0.0,3355.0,54.0,0.0,15.0,2.0,1.0,1,25.0,153.405,0.0,2.8408333333333333,62.129629629629626
